1000 	 18.753400 	 0.193400 	 0.554500 	 0.001800 	 0.007600 	 1.106000 	 70.053100 	 24.216600 	 1053.136200 
1001 	 0.262100 	 0.018600 	 0.038300 	 0.002800 	 0.554400 	 0.968400 	 0.015700 	 0.006500 	 0.704600 
1005 	 61.966800 	 0.124800 	 0.798600 	 0.005200 	 1.742900 	 0.188200 	 0.022700 	 0.008400 	 2.007400 
1009 	 7.365100 	 0.056800 	 0.207400 	 0.006200 	 1.119100 	 1.930300 	 0.568900 	 0.003400 	 0.084200 
1011 	 1.713500 	 0.030700 	 0.098500 	 0.000100 	 0.005200 	 1.483300 	 18.996800 	 44.316900 	 13721.221700 
1012 	 0.263400 	 0.009900 	 0.035300 	 0.004200 	 1.388100 	 0.555700 	 0.030500 	 0.012800 	 1.972200 
1013 	 0.222000 	 0.017800 	 0.008100 	 0.002800 	 0.197200 	 1.783700 	 1.493100 	 0.021200 	 0.244300 
1015 	 0.884500 	 0.054100 	 0.172100 	 0.003600 	 0.522800 	 0.492900 	 0.134200 	 0.020800 	 1.865700 
1016 	 0.748700 	 0.023600 	 0.058800 	 0.009700 	 1.447100 	 0.078400 	 0.010900 	 0.005100 	 0.494900 
1017 	 0.310900 	 0.002400 	 0.013000 	 0.000700 	 0.004100 	 0.000000 	 0.000000 	 0.000000 	 0.000000 
1018 	 6.335800 	 0.071500 	 0.199900 	 0.013000 	 2.230200 	 0.053800 	 0.016200 	 0.024600 	 2.116000 
1019 	 12.051000 	 0.192300 	 0.521400 	 0.035200 	 3.294600 	 0.017600 	 0.007300 	 0.010600 	 1.897700 
1020 	 2.089000 	 0.154400 	 0.216700 	 0.014100 	 2.401400 	 1.888500 	 0.114900 	 0.014600 	 1.929200 
1021 	 0.424700 	 0.021500 	 0.099200 	 0.009300 	 3.240900 	 0.134300 	 0.943500 	 0.004000 	 0.303600 
1024 	 1.140000 	 0.021500 	 0.062900 	 0.006200 	 0.829300 	 0.018900 	 0.004200 	 0.006400 	 2.246400 
1025 	 4.497600 	 0.019900 	 0.047300 	 0.002700 	 0.487600 	 0.012400 	 0.003800 	 0.005800 	 0.605000 
1026 	 0.187400 	 0.007100 	 0.030500 	 0.002800 	 0.401700 	 0.653400 	 0.060700 	 0.008100 	 0.394900 
1027 	 0.076500 	 0.007300 	 0.018700 	 0.002500 	 2.454300 	 0.284200 	 0.016300 	 0.009300 	 1.071900 
1028 	 2.641100 	 0.028400 	 0.134100 	 0.004500 	 0.951700 	 0.115500 	 0.079000 	 0.019000 	 7.104000 
1030 	 1.410300 	 0.051300 	 0.157200 	 0.002800 	 0.349100 	 0.202700 	 0.052100 	 0.009000 	 1.475900 
1034 	 0.000100 	 0.001700 	 0.000500 	 0.002100 	 0.338900 	 0.070600 	 0.005800 	 0.002500 	 0.456500 
1036 	 0.145300 	 0.007700 	 0.030300 	 0.000100 	 0.006500 	 13.460000 	 116.581000 	 2914.185500 	 205820.015600 
1039 	 193.023300 	 0.222500 	 0.925600 	 0.006900 	 0.923400 	 16.750600 	 0.491100 	 0.001515 	 0.077300 
1040 	 0.854200 	 0.023200 	 0.079400 	 0.003000 	 0.832000 	 0.243000 	 0.032000 	 0.002200 	 0.229500 
1041 	 1.598400 	 0.023700 	 0.103100 	 0.005500 	 0.692900 	 0.032900 	 0.025700 	 0.000106 	 0.003600 
1042 	 0.551200 	 0.016200 	 0.061300 	 0.003500 	 0.757500 	 90.169900 	 0.270000 	 0.028700 	 0.792200 
1043 	 2920.592300 	 0.374500 	 0.802700 	 0.011000 	 4.194000 	 0.017100 	 0.004000 	 0.006600 	 4.134100 
1044 	 2.788500 	 0.087200 	 0.114300 	 0.008300 	 1.092100 	 5.755100 	 0.032300 	 0.012300 	 0.497200 
1047 	 2.082500 	 0.027100 	 0.084300 	 0.006100 	 1.247800 	 0.063900 	 0.111600 	 0.044000 	 4.933200 
1048 	 66.564400 	 0.412600 	 3.053400 	 0.028100 	 5.581200 	 0.665600 	 0.020200 	 0.004300 	 0.242600 
1050 	 0.067200 	 0.010100 	 0.016300 	 0.002000 	 0.403600 	 0.305300 	 0.007000 	 0.006600 	 2.716800 
1051 	 31.196000 	 0.059100 	 0.227600 	 0.004200 	 0.374300 	 0.272200 	 0.014000 	 0.002900 	 0.262500 
1053 	 0.044000 	 0.016300 	 0.024300 	 0.002500 	 0.456600 	 0.171300 	 0.008700 	 0.005200 	 1.389300 
1057 	 0.801400 	 0.018900 	 0.058500 	 0.007600 	 3.751600 	 0.031900 	 4.141900 	 1.806700 	 105.757400 
1058 	 0.180900 	 0.031300 	 0.046300 	 0.008300 	 2.269200 	 0.820900 	 0.015900 	 0.007300 	 1.106900 
1059 	 28.633200 	 0.071800 	 0.332300 	 0.005500 	 0.982400 	 0.167300 	 0.596100 	 0.064700 	 12.926800 
