1000 	 4.640900 	 0.032500 	 0.117400 	 0.004000 	 1.103700 
1001 	 0.640200 	 0.006400 	 0.022600 	 0.001400 	 0.232800 
1005 	 394.364400 	 0.090500 	 0.499800 	 0.004200 	 1.130300 
1009 	 0.288300 	 0.007800 	 0.032600 	 0.002200 	 0.366900 
1011 	 16.876500 	 0.030600 	 0.107700 	 0.002700 	 0.541500 
1012 	 0.270600 	 0.008300 	 0.031300 	 0.003300 	 1.028700 
1013 	 1.775200 	 0.014300 	 0.043900 	 0.002100 	 0.274200 
1015 	 0.392800 	 0.011900 	 0.060900 	 0.003200 	 0.351900 
1016 	 0.266800 	 0.006000 	 0.015600 	 0.002200 	 0.324600 
1017 	 39.004300 	 0.025300 	 0.074500 	 0.001900 	 0.325400 
1018 	 0.816500 	 0.011900 	 0.030400 	 0.002900 	 0.528700 
1019 	 0.888700 	 0.011000 	 0.030700 	 0.001800 	 0.216500 
1020 	 10.119600 	 0.033500 	 0.076900 	 0.002000 	 0.292000 
1021 	 0.213300 	 0.008300 	 0.040400 	 0.003300 	 1.154900 
1024 	 0.538000 	 0.006900 	 0.019100 	 0.001700 	 0.238500 
1025 	 1.229300 	 0.005400 	 0.013500 	 0.000800 	 0.154900 
1026 	 0.279800 	 0.007600 	 0.037600 	 0.002500 	 0.447600 
1027 	 0.127300 	 0.005500 	 0.019700 	 0.002600 	 2.719600 
1028 	 2.768500 	 0.022600 	 0.112800 	 0.003300 	 0.683100 
1030 	 0.699600 	 0.009800 	 0.038300 	 0.001800 	 0.208000 
1032 	 0.247400 	 0.002500 	 0.005800 	 0.000700 	 0.141700 
1034 	 1.950500 	 0.018200 	 0.071700 	 0.002600 	 1.142400 
1036 	 0.177700 	 0.007300 	 0.036200 	 0.002600 	 0.283100 
1038 	 0.084000 	 0.005500 	 0.019300 	 0.003000 	 0.852200 
1039 	 6.367000 	 0.026600 	 0.077800 	 0.002100 	 0.292300 
1040 	 0.493800 	 0.013300 	 0.043600 	 0.002600 	 0.539900 
1041 	 1.678700 	 0.009800 	 0.040900 	 0.001100 	 0.139500 
1042 	 0.445700 	 0.010500 	 0.041900 	 0.002900 	 0.610600 
1043 	 6.850500 	 0.027100 	 0.071700 	 0.003300 	 1.040000 
1044 	 5.781000 	 0.015300 	 0.037700 	 0.001500 	 0.143400 
1047 	 2.718100 	 0.017700 	 0.061100 	 0.002600 	 0.481000 
1048 	 0.292300 	 0.007000 	 0.020500 	 0.001800 	 0.188200 
1050 	 0.129900 	 0.003100 	 0.010600 	 0.001100 	 0.184800 
1051 	 70.928300 	 0.038400 	 0.154800 	 0.002000 	 0.210400 
1053 	 0.106700 	 0.005700 	 0.025900 	 0.002500 	 0.350200 
1057 	 0.233000 	 0.004100 	 0.013000 	 0.001400 	 0.569900 
1058 	 0.250000 	 0.005900 	 0.016100 	 0.002100 	 0.365100 
1059 	 7.214500 	 0.040700 	 0.183800 	 0.004400 	 0.807900 
1061 	 0.052900 	 0.002000 	 0.010300 	 0.000600 	 0.068100 
1066 	 96.592400 	 0.063400 	 0.209100 	 0.002900 	 0.590000 
1067 	 11.490700 	 0.078200 	 0.438600 	 0.006500 	 1.964800 
1069 	 5.163200 	 0.014500 	 0.053500 	 0.001600 	 0.271800 
1071 	 0.143300 	 0.005400 	 0.022800 	 0.002200 	 0.353800 
1075 	 0.149900 	 0.004800 	 0.015100 	 0.002300 	 3.569100 
1076 	 4.941300 	 0.012500 	 0.053800 	 0.001200 	 0.203100 
1079 	 0.119800 	 0.003600 	 0.015700 	 0.001500 	 0.926100 
1080 	 3.304600 	 0.018100 	 0.051100 	 0.002200 	 0.263400 
1082 	 1.379000 	 0.009800 	 0.032400 	 0.001400 	 0.154500 
1083 	 0.274000 	 0.006600 	 0.031600 	 0.001900 	 0.204300 
1084 	 6.001000 	 0.035500 	 0.172400 	 0.003900 	 0.647700 
1088 	 209.665700 	 0.053800 	 0.185000 	 0.002600 	 0.737200 
1089 	 0.564500 	 0.011200 	 0.059400 	 0.002400 	 0.309700 
1090 	 102.628300 	 0.031500 	 0.113800 	 0.001700 	 0.226600 
1094 	 0.229800 	 0.008300 	 0.037500 	 0.003200 	 0.748300 
1099 	 0.145100 	 0.003900 	 0.016400 	 0.001500 	 0.403700 
1101 	 1.544100 	 0.011700 	 0.037700 	 0.001700 	 0.224000 
1102 	 1.813300 	 0.021900 	 0.104400 	 0.003400 	 0.503600 
1103 	 7.835100 	 0.032300 	 0.132100 	 0.003200 	 0.505600 
1107 	 0.085100 	 0.007200 	 0.032400 	 0.004000 	 0.719600 
1109 	 109.844700 	 0.048700 	 0.258200 	 0.002600 	 0.501100 
1111 	 9.234000 	 0.033900 	 0.137200 	 0.003800 	 0.905700 
1112 	 0.582700 	 0.006500 	 0.016600 	 0.001600 	 0.216700 
1114 	 0.171100 	 0.007300 	 0.043100 	 0.002400 	 0.258400 
1118 	 1.065200 	 0.002600 	 0.006300 	 0.000300 	 0.037600 
1120 	 0.311700 	 0.011400 	 0.059900 	 0.003300 	 1.081700 
1122 	 0.566800 	 0.012300 	 0.038300 	 0.003500 	 1.076300 
1123 	 0.252000 	 0.006700 	 0.029400 	 0.002700 	 1.638300 
1124 	 0.524400 	 0.007700 	 0.038600 	 0.002000 	 0.577600 
1125 	 23.865000 	 0.022400 	 0.129100 	 0.001300 	 0.129100 
