1000 	 fail 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
1001 	 0.962564 	 10.608700 	 14.767400 	 3.357300 	 0.823300 	 -33.584900 	 39.495700 	 14.559800 	 0.665100 	 -33.694300 	 0.013717	 0.259257 	 0.007308 	 0.090316 	 0.041068
1005 	 fail 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
1009 	 1.024194 	 16.753800 	 14.892300 	 4.944100 	 0.803100 	 -44.648100 	 15.307200 	 17.711000 	 0.876700 	 39.870900 	 0.014520	 0.038896 	 0.017416 	 0.334488 	 0.140320
1011 	 0.979444 	 347.463300 	 13.059500 	 9.001200 	 0.836600 	 80.915700 	 30.925800 	 16.805800 	 0.751800 	 -8.412700 	 0.022340	 0.227619 	 0.005266 	 0.125029 	 0.019356
1012 	 0.974028 	 13.610800 	 15.239100 	 3.677000 	 0.900000 	 39.090200 	 29.131700 	 15.918700 	 0.816300 	 26.783200 	 0.009120	 0.298719 	 0.011488 	 0.094891 	 0.033936
1013 	 1.001211 	 5.661000 	 16.033200 	 2.234700 	 0.762600 	 -26.665000 	 23.750100 	 14.965400 	 0.557800 	 -23.224600 	 0.028043	 0.374717 	 0.116442 	 0.118516 	 0.045862
1015 	 1.002641 	 9.895800 	 15.771200 	 5.319100 	 0.724300 	 -47.430200 	 10.854300 	 17.670700 	 0.529100 	 -63.135000 	 0.012269	 0.203757 	 0.002593 	 0.051862 	 0.003988
1016 	 0.942875 	 8.085200 	 15.898800 	 1.453500 	 0.793900 	 -78.869900 	 35.994000 	 14.952300 	 0.593600 	 -82.055100 	 0.009974	 0.204715 	 -0.001324 	 0.128517 	 0.056280
1017 	 0.996676 	 4.859000 	 16.054800 	 1.292700 	 0.772000 	 -3.066400 	 39.151300 	 13.913200 	 0.694900 	 33.008800 	 0.027423	 0.298172 	 0.028700 	 0.078243 	 0.004650
1018 	 0.979888 	 5.994500 	 16.155300 	 1.773400 	 0.848800 	 33.274000 	 22.609400 	 15.032000 	 0.740300 	 20.803300 	 0.011114	 0.279100 	 0.012601 	 0.030613 	 0.029511
1019 	 0.950069 	 49.876500 	 14.225000 	 4.987900 	 0.679700 	 45.507400 	 84.533200 	 15.557800 	 0.465900 	 37.605500 	 0.015653	 0.135232 	 0.006677 	 0.396081 	 0.090484
1020 	 1.130350 	 145.962000 	 13.064300 	 7.467300 	 0.753600 	 -27.729800 	 11.328800 	 15.466300 	 0.862700 	 -51.941400 	 0.033306	 0.028574 	 0.041336 	 0.606144 	 0.084854
1021 	 1.024775 	 7.127200 	 15.574500 	 3.545500 	 0.912300 	 34.334700 	 22.439800 	 16.342400 	 0.781600 	 14.855900 	 0.014038	 0.202152 	 0.008007 	 0.058080 	 0.027349
