1000 -34.998600 1.152833 -0.703960 72.193693 -0.093920 0.360770 2.656110 0.478662 2.056935 3.110263 5.662700 2.752979 1.820650 12.764347 17.926632 -6.197703 169.012661 3.387113 -0.741956 77.893829 -10.495879 -24.223075 12.938751 45.331105 1.316055 -0.148600 8.386653 22.523032 5.027459 
1001 2.126200 0.985760 -1.876373 71.010474 0.029040 0.023637 1.576678 -0.074181 1.352864 1.372552 16.622155 12.286646 12.110405 0.000079 21347.027103 -37.376405 216.292914 4.766930 1.827605 58.209952 19.979152 19.993437 22.442571 -10.127857 34.126699 0.751945 179.244183 5.491542 2.190144 
1005 -31.405200 1.302156 17.309930 74.750503 0.630984 -0.124339 2.112231 0.068263 2.234151 7.567732 17.548405 7.854620 2.318846 18.847422 17.944864 -2.234236 789338591617998371845258395118089086320899468792949282553611339767062292595734898278400.000000 0.000000 277.031228 -149.306194 9.155501 5.678426 35.597020 -26.304241 11.480206 0.257907 -0.000000 -413628552758175535891554415640824451480576349442073147603725454409728.000000 524.665201 
1011 -17.609200 0.984708 8.418030 72.516165 1.000000 1.000000 1.491262 -0.173742 1.247637 1.755426 9.674073 7.753914 5.510953 4.428759 43.788765 5.337502 0.000000 4534039059812217923999675657055005657034936811520.000000 -405.164715 -55.810232 -8.673847 8.949190 29.402680 0.509363 136.666208 10.065136 6.830964 2.506039 0.148576 
1012 112.946100 1.002389 77.177979 73.904893 1.108754 0.234229 1.550573 -0.153967 0.986966 1.141638 3.091439 3.132265 2.707897 0.000000 518034.034153 -74.058283 -0.000008 32894.222025 56.883081 0.064578 11646242.863979 22.606634 11.488989 1.549034 49.469800 10.380291 -50.177671 2.344368 0.364142 
1013 -57.630200 1.128793 -34.580130 68.471250 0.224219 0.030547 1.581438 -0.002202 1.610686 1.639331 3.030959 1.881782 1.848900 11.672271 25.696845 -4.470296 -0.000000 51148433416526536860299702836785325151354880.000000 -459.395176 -83.679892 -8.183317 14.421019 22.978152 -224.814585 1.632401 -0.513962 -17.200623 21.219320 3.130780 
1015 -10.160900 1.009750 16.917983 69.763650 0.147945 -0.153115 1.058838 -0.091716 2.069790 3.169484 5.982638 2.890457 1.887575 80.592480 5.121448 4.399887 -277.003557 2.023876 0.656684 -201.682601 4.458831 -80.592190 5.130214 347.053311 2.321196 -9.216775 -8.633835 2.431802 0.148581 
1016 65.300600 0.990418 14.088280 69.084838 0.402285 -0.331588 1.129989 -0.031175 1.032262 1.058404 3.715371 3.599251 3.510353 0.713622 116.214355 9.594812 1.358721 81.150376 8.080811 1873.120347 -0.557861 10.507125 25.501860 -1.478631 76.229501 8.224481 -0.000000 -0.000109 -23.756281 
1017 -57.648600 1.066759 -18.506846 69.520015 0.485925 0.164238 1.979471 0.242278 13.959319 13.959339 53.975682 3.866642 3.866636 -1.300134 156.157263 4.682877 -15.143049 35.854196 1.472664 -3013.612608 1.067623 -2.331914 107.569712 -15.144408 35.852752 1.472442 -563.801172 -1.790335 1.001903 
1018 -45.078500 0.988922 -36.079633 74.867341 -0.042661 -0.004056 1.126855 -0.217026 1.538965 1.647621 6.804209 4.421291 4.129717 19.591582 17.113406 3.253790 -0.000000 46963949661660466253208198578176.000000 -390.914676 105.983450 -7.064930 13.716817 20.834983 2.169737 49.215241 8.889090 12.256724 -10.897657 0.408097 
1021 140.553400 1.039000 103.288354 78.791539 -0.431205 0.282375 1.795602 -0.306474 1.162176 1.168370 3.361420 2.892350 2.877017 0.000000 9969932189324981983344852992.000000 -1063.863384 -45.757267 6.804996 22.848357 -1.437428 -8377727.771495 -37.601670 7.982265 -0.997470 48.251220 66.953300 39682.257212 -43983.202084 -9.729929 
1024 -3.842100 0.964745 -3.966667 74.758749 0.417798 0.043165 1.074696 0.085787 1.097062 1.126733 3.348683 3.052410 2.972030 16.917477 21.515066 4.886807 -7.614590 32.151141 6.066919 -70.788834 -4.272941 22.897922 18.340638 4.705175 7.473329 0.209697 -12.073330 25.588008 5.509595 
1025 -41.633200 0.968968 -13.595926 73.433746 0.227928 -0.050131 1.409557 -0.517221 2.330818 2.377013 26.832152 11.511906 11.288182 10.322209 61.926115 -5.054417 25.103759 38.893040 2.585670 2320.338417 1.765501 17.945870 45.344055 -381.557985 3.095373 0.794899 24.856411 39.047812 2.657269 
1026 15.727100 1.102375 44.029623 83.507945 0.253787 0.593643 0.931205 2.479259 2.258339 3.466979 15.535922 6.879358 4.481112 36.995263 9.669316 -7.472728 31.487945 10.570366 0.465283 1908.291479 -1.524506 -62.132277 7.470697 342.715993 2.814731 5.404301 16.117754 3.163436 0.148581 
1027 105.638800 1.362640 82.208344 76.392295 -0.099076 -0.772566 4.748098 -2.508935 1.338508 2.263542 2.589620 1.934707 1.144057 79.889042 6.561059 4.994304 -0.608029 69.236662 -30.785028 -252.020427 2.877437 81.634617 6.549471 22.373242 1.488110 0.148583 -43.229982 8.477572 8.295520 
1028 7.028000 0.972833 3.066549 64.788618 0.214804 0.061759 1.450387 -0.193767 1.439166 1.462030 2.860758 1.987788 1.956703 0.000000 1240140141808612091466199582781680906965079863633509351424.000000 -719.816089 1.351327 56.740658 6.301601 -753.751394 -1.320891 13.240220 15.260591 224.443340 2.151883 1.484627 -3.442615 34.180056 3.365718 
1030 -34.639700 1.027496 15.380929 68.418486 0.090440 -0.013361 0.909947 0.079932 1.626136 1.629219 3.476936 2.138159 2.134112 -96.304082 7.135069 2.462744 0.000000 122125.112354 833.181004 278.585993 4.339039 -85.579328 7.453600 0.000001 45365.252543 -692.753978 50.923272 -7.283942 0.961799 
1032 111.792400 1.057068 106.197182 84.069280 0.067115 -0.149234 1.883209 0.046320 6.011302 6.049917 28.619532 4.760954 4.730566 11.134663 62.974168 7.572430 0.000000 1408949086699567672473222643712.000000 212.026443 -553.381533 6.076592 44.669162 30.275289 96.064572 10.070999 -0.864672 0.000000 3205859197.173489 64.105475 
1036 31.300200 1.042359 28.570600 73.471462 0.063237 0.068790 0.824522 -0.169121 1.123496 1.124375 2.330845 2.074636 2.073014 163.777801 3.844117 7.142328 187.548790 3.566427 -3.785019 3.101658 -36.333058 -118.933863 4.533255 215.943674 3.207215 3.395068 0.000064 24485.627870 12.034904 
1038 62.360600 1.072690 -8.629324 70.239201 -0.378153 0.707587 1.608380 1.839429 1.909498 1.945845 7.677022 4.020439 3.945342 0.000000 30891001839603766626599222505801515008.000000 -968.965839 -12.632773 15.307891 2.143525 -2779.517596 -1.014725 -31.476115 9.053222 -387.779513 1.871190 0.775256 12.613758 15.282606 2.378139 
