1000 	 1.149686 	 83.850800 	 14.225400 	 7.099100 	 0.878400 	 -27.927200 	 0.093552 	 0.388363 	 0.084969 	 0.261970 	 0.023277
1001 	 0.981841 	 57.159400 	 13.594800 	 6.216000 	 0.799800 	 -33.435600 	 0.024391 	 0.264790 	 0.003151 	 0.090316 	 0.041068
1005 	 1.298178 	 4212.170900 	 12.427400 	 17.985100 	 0.812300 	 -55.243400 	 0.170899 	 0.265924 	 0.250740 	 0.160840 	 0.019460
1009 	 1.016832 	 21.153700 	 14.728100 	 5.320800 	 0.803400 	 -44.624800 	 0.016082 	 0.039571 	 0.017369 	 0.334488 	 0.140320
1011 	 0.982691 	 319.199000 	 13.110200 	 8.855400 	 0.840000 	 80.078800 	 0.022179 	 0.227019 	 0.004964 	 0.125029 	 0.019356
1012 	 0.995377 	 18.702900 	 15.014500 	 4.232000 	 0.895200 	 37.750900 	 0.016362 	 0.290833 	 0.008160 	 0.077627 	 0.033936
1013 	 1.126010 	 73.805500 	 13.983700 	 5.854400 	 0.731600 	 -28.108500 	 0.104998 	 0.373769 	 0.117254 	 0.092179 	 0.045862
1015 	 1.003901 	 17.398700 	 15.365200 	 6.098000 	 0.708200 	 -50.524800 	 0.013008 	 0.208770 	 0.005665 	 0.080402 	 0.003988
1016 	 0.986919 	 29.380300 	 14.672800 	 3.059300 	 0.734400 	 -79.332000 	 0.032925 	 0.207496 	 -0.006422 	 0.128517 	 0.056280
1017 	 1.064119 	 903.280600 	 12.107400 	 9.260800 	 0.799500 	 16.210100 	 0.092810 	 0.299162 	 0.028934 	 0.078243 	 0.004650
1018 	 0.987227 	 46.104400 	 14.304400 	 4.348800 	 0.808600 	 26.951600 	 0.021723 	 0.278961 	 0.012540 	 0.030613 	 0.029511
1019 	 0.968940 	 52.071800 	 14.195500 	 5.069300 	 0.683100 	 45.200100 	 0.016059 	 0.135489 	 0.006762 	 0.396081 	 0.090484
1020 	 1.343911 	 209.645300 	 12.430200 	 6.838800 	 0.773600 	 -30.355600 	 0.058989 	 0.028767 	 0.041345 	 0.606144 	 0.084854
1021 	 1.033624 	 14.530600 	 15.086600 	 4.932900 	 0.904500 	 31.624200 	 0.018836 	 0.199429 	 0.005361 	 0.052301 	 0.027349
1024 	 0.962010 	 50.663200 	 13.969700 	 4.486300 	 0.737000 	 44.411800 	 0.009311 	 0.253901 	 0.000654 	 0.027491 	 0.003888
1025 	 0.965222 	 145.724900 	 12.111800 	 5.392600 	 0.815000 	 4.012000 	 0.028913 	 0.116956 	 0.008718 	 0.220912 	 0.070035
1026 	 1.095778 	 19.470700 	 14.728100 	 5.564500 	 0.812500 	 -83.960200 	 0.029014 	 0.264250 	 0.012286 	 0.105982 	 0.015998
1027 	 1.355866 	 14.068100 	 14.837600 	 3.523400 	 0.967400 	 70.446700 	 0.078173 	 0.363829 	 0.077862 	 0.242600 	 0.028479
1028 	 0.964733 	 60.121500 	 14.591100 	 8.068400 	 0.840000 	 6.856500 	 0.016579 	 0.356596 	 0.005278 	 0.038661 	 0.000000
1030 	 1.017998 	 40.392700 	 14.337300 	 6.096300 	 0.681900 	 -41.920000 	 0.016594 	 0.177203 	 0.002578 	 0.029707 	 0.000900
1032 	 1.052005 	 70.337100 	 12.164800 	 4.197800 	 0.831000 	 -80.497000 	 0.039454 	 0.220563 	 0.038189 	 0.162641 	 0.016853
1034 	 1.217952 	 61.083300 	 13.920600 	 7.201000 	 0.933600 	 -32.546600 	 0.061008 	 0.146629 	 0.063015 	 0.549625 	 0.055108
1036 	 1.034391 	 13.092500 	 15.274400 	 4.523900 	 0.667600 	 10.737400 	 0.022468 	 0.203420 	 -0.000604 	 0.073813 	 0.000000
1038 	 1.053925 	 9.489000 	 15.420600 	 2.884600 	 0.875800 	 -89.486900 	 0.044636 	 0.228425 	 0.012794 	 0.118413 	 0.026107
