name,ra,dec,objid,cModelAbsMag_r,logMass,age,metallicity,petroR50_r,petroR90_r
1237659145632809042,214.6674,56.46959,1237659145632809042,-21.17953,11.55749,2.906923,0.0096,10.6006,34.4695
1237659327092031644,218.4491,56.60812,1237659327092031644,-20.29086,11.09037,2.242026,0.012,4.875051,16.45061
1237659149385728153,223.054,53.42516,1237659149385728153,-20.23283,11.0422,2.167394,0.03,3.509766,11.09361
1237651505953702030,202.6803,1.252408,1237651505953702030,-19.76577,10.968,2.831355,0.0096,2.063983,6.171059
1237659132211298475,224.64,47.49759,1237659132211298475,-21.69457,11.72439,2.906923,0.0077,6.795529,21.17442
1237657591395909651,179.9674,55.53486,1237657591395909651,-21.70548,11.82582,3.571928,0.0077,6.858093,20.57154
1237657591394795724,175.5114,55.39061,1237657591394795724,-20.41587,11.20569,2.972781,0.0077,4.255127,15.21931
1237659324958310855,251.2203,34.21425,1237659324958310855,-21.00359,11.68163,7.855135,0.0077,6.426693,21.29225
1237657591927144459,158.1606,53.1566,1237657591927144459,-20.45744,11.3076,5.195587,0.024,4.489631,14.90989
1237661972251410611,166.8136,7.719574,1237661972251410611,-19.89607,10.91767,2.479575,0.0077,1.926687,6.268896
1237658311870775445,200.4262,58.94013,1237658311870775445,-19.19027,10.73631,3.144591,0.0077,3.800856,15.59114
1237658300056600899,125.7454,4.299118,1237658300056600899,-21.83223,11.83129,8.892055,0.0077,8.948194,26.41078
1237657634338897970,151.3122,53.14899,1237657634338897970,-20.69003,11.32644,2.972781,0.0077,8.355803,26.7725
1237654606406090990,175.2992,5.73473,1237654606406090990,-21.46233,11.65054,2.906923,0.0077,6.14557,18.09765
1237652600647712979,341.4535,-8.527534,1237652600647712979,-20.68794,11.14957,2.985436,0.0077,5.684157,13.46754
1237658300056666239,125.8403,4.372479,1237658300056666239,-20.77786,11.27627,4.07476,0.03,17.21522,51.48927
1237654948378771599,243.5818,50.46562,1237654948378771599,-20.56404,11.69388,12.45481,0.0077,7.141739,25.0383
1237651821640679690,227.4975,3.003084,1237651821640679690,-21.06349,11.74404,7.301458,0.0077,5.201335,17.39819
1237654880205799560,227.8113,3.498766,1237654880205799560,-20.72674,11.32967,2.906923,0.0077,5.123327,16.92754
1237654601560228008,142.7448,3.807713,1237654601560228008,-21.01855,11.5022,2.307769,0.03,5.410138,17.75191
1237654605317669172,141.6532,3.460557,1237654605317669172,-20.68362,11.25617,2.479575,0.03,3.816671,12.3921
1237658492262088896,140.231,6.836798,1237658492262088896,-19.77221,10.83168,2.242026,0.03,2.788298,9.018837
1237657220412866778,163.4024,54.86794,1237657220412866778,-20.37582,11.32652,3.977096,0.0077,5.212952,15.63098
1237651753459646638,148.4224,1.700659,1237651753459646638,-21.56326,11.87867,10.28796,0.012,7.650678,22.22218
1237660412113912157,139.9672,7.026586,1237660412113912157,-20.40794,11.24726,3.496192,0.0077,4.129698,13.56609
1237655504035185368,257.4528,34.459,1237655504035185368,-18.73807,10.68754,2.242026,0.03,0.9270192,1.645894
1237659131674296336,224.0204,47.45346,1237659131674296336,-21.24803,11.64756,3.809607,0.0077,6.694077,22.61057
1237658304352813118,160.2543,58.29498,1237658304352813118,-20.76413,11.54166,8.349493,0.0077,7.203735,22.68322
1237657608567783550,116.6785,30.99705,1237657608567783550,-20.18888,11.08391,2.746209,0.0077,8.308421,26.14762
1237658802041192550,197.6552,54.49463,1237658802041192550,-20.09114,11.11136,5.306479,0.0077,3.964065,12.64793
1237657589247705332,177.547,53.72243,1237657589247705332,-20.3513,11.13619,3.410037,0.03,7.423156,22.31918
1237657590321381556,177.0246,54.64628,1237657590321381556,-20.3791,11.12875,2.167394,0.03,8.254261,28.37705
1237651537638719602,186.1256,66.56689,1237651537638719602,-21.65072,11.88791,9.96152,0.0077,11.25962,33.53141
1237657118941642893,117.4811,29.42019,1237657118941642893,-20.49998,11.24458,2.906923,0.0077,5.743711,17.11671
1237658803108118589,170.4841,55.01109,1237658803108118589,-19.9051,11.1221,3.313596,0.012,3.045371,9.344986
1237659325491576855,244.9113,40.87631,1237659325491576855,-20.88809,11.64862,8.064765,0.0077,5.163146,14.95
1237663542606823672,324.8045,-0.5085548,1237663542606823672,-20.59727,11.21441,2.242026,0.03,3.705514,12.92292
1237651271892598827,145.3388,60.73503,1237651271892598827,-20.5078,11.24771,2.831355,0.0077,6.060856,19.27053
1237659326033362947,253.9488,32.28979,1237659326033362947,-20.32932,11.50766,8.341392,0.0077,4.406188,13.53802
1237658612522483825,185.5322,49.58778,1237658612522483825,-19.98955,11.03463,2.906923,0.0077,2.418046,7.501312
1237658612519141389,173.7054,49.07764,1237658612519141389,-20.72455,11.42974,3.571928,0.0077,8.393586,29.45205
1237658614124707898,156.4334,47.32647,1237658614124707898,-20.75997,11.35945,3.410037,0.03,6.377595,20.84187
1237658299518878082,123.8824,3.844486,1237658299518878082,-20.73292,11.35971,2.972781,0.0077,4.558418,13.40094
1237658303278481477,158.4634,57.05596,1237658303278481477,-20.35566,11.42509,7.486254,0.0077,5.428899,17.82018
1237656242242060356,351.0837,14.64713,1237656242242060356,-20.96804,11.63818,4.474623,0.0077,12.60851,34.80812
1237655499207475276,217.7502,-1.800416,1237655499207475276,-19.04821,10.69322,2.085784,0.03,2.493239,8.38534
1237674655290228980,217.0522,-2.520005,1237674655290228980,-19.39973,10.72085,2.36435,0.0077,2.365805,7.737112
1237658492804530402,153.0266,8.692539,1237658492804530402,-20.58326,11.29766,3.029366,0.0077,3.637096,11.51206
1237657612874022943,168.0695,57.07599,1237657612874022943,-20.77013,11.67466,13.11983,0.0077,6.430537,20.93844
1237655126084681905,188.4362,5.539392,1237655126084681905,-20.89082,11.38048,2.831355,0.0077,3.41419,11.36436
1237654605872431202,182.5701,5.386037,1237654605872431202,-21.65861,11.85622,7.799702,0.0077,15.36269,42.7536
1237655124465483920,168.6806,4.024539,1237655124465483920,-20.47083,11.2575,3.029366,0.0077,5.114041,17.33589
1237655374647787625,250.0263,39.45659,1237655374647787625,-20.7062,11.513,5.860279,0.0077,3.725519,12.56718
1237655348895416343,246.8551,42.67973,1237655348895416343,-20.5783,11.55581,13.11983,0.0077,13.14147,41.47382
1237655349426323628,233.4809,52.84141,1237655349426323628,-19.88711,11.18387,6.525169,0.0077,2.963269,10.00623
1237655464302215310,168.7922,61.11022,1237655464302215310,-20.81747,11.39205,2.972781,0.0077,7.706857,27.35281
1237652942629503255,339.0243,13.0124,1237652942629503255,-19.94162,11.03732,2.242026,0.03,2.337662,7.601556
1237656240626401583,339.3901,12.51435,1237656240626401583,-20.65615,11.31885,2.36435,0.03,4.087058,13.35028
1237656495634383090,322.3275,11.20099,1237656495634383090,-21.30289,11.69684,4.82619,0.0077,5.356548,15.34783
1237658203447034046,215.3997,44.70807,1237658203447034046,-21.13994,11.76553,12.45481,0.0077,5.582696,18.88009
1237658917994889322,192.1745,55.06231,1237658917994889322,-21.55039,11.65664,2.479575,0.03,5.135366,15.71235
1237652599033495632,333.1317,-9.010385,1237652599033495632,-21.34803,11.58161,2.831355,0.0077,5.176493,17.01621
1237658205057515629,215.8406,46.09204,1237658205057515629,-20.47639,11.21441,2.831355,0.0077,3.413141,11.25505
1237663478726525042,343.7918,-0.4094028,1237663478726525042,-20.76064,11.3511,2.906923,0.0077,4.387424,15.14427
1237670955716247609,28.57531,-9.71347,1237670955716247609,-21.51997,11.93041,7.134686,0.0077,14.41085,47.64061
1237652947457933418,13.96621,-9.985647,1237652947457933418,-21.69325,11.81382,3.571928,0.0077,12.03381,38.10363
1237652630715170921,13.87082,-9.292805,1237652630715170921,-19.69287,10.84947,2.307769,0.012,2.245823,7.56718
1237654880743063869,228.7963,3.848512,1237654880743063869,-21.10432,11.7203,6.821238,0.0077,6.872295,22.72277
1237654383589589078,139.8025,54.857,1237654383589589078,-20.9446,11.66053,7.855135,0.0077,8.918057,29.92496
1237654601571106901,167.6023,4.830047,1237654601571106901,-20.44687,11.12709,8.156094,0.0077,9.60747,20.79747
1237654606399340792,159.7776,5.209777,1237654606399340792,-20.61262,11.27198,2.831355,0.0077,4.415014,14.18503
1237654383052980231,140.8642,54.82937,1237654383052980231,-21.08902,11.543,3.410037,0.0077,9.841053,31.54173
1237651736851906818,228.4462,2.098029,1237651736851906818,-19.60924,10.88993,2.906923,0.0077,3.63712,12.13581
1237658298986397717,133.8202,4.46782,1237658298986397717,-20.7361,11.51635,8.464718,0.0077,4.175905,13.84252
1237664813378437468,206.1357,2.954077,1237664813378437468,-20.97459,11.61923,6.069718,0.0077,4.902622,15.11346
1237671267108519947,190.6769,2.784304,1237671267108519947,-21.05518,11.63421,10.34454,0.0077,3.522278,12.81879
1237651736833294541,185.9493,2.807474,1237651736833294541,-20.65484,11.29281,2.167394,0.03,3.419064,11.60787
1237651736832245876,183.4639,2.801635,1237651736832245876,-19.76451,10.79283,2.085784,0.012,3.068079,7.142982
1237651754548527156,183.0313,2.923954,1237651754548527156,-20.41413,11.09902,2.307769,0.0077,2.568904,8.056755
1237651754543022176,170.3857,2.887258,1237651754543022176,-20.50752,11.46453,10.45977,0.012,4.686163,16.53877
1237651736822153422,160.498,2.630283,1237651736822153422,-20.76545,11.34673,3.496192,0.03,4.307635,14.89391
1237651755074125862,157.246,3.124326,1237651755074125862,-20.88003,11.47998,3.571928,0.0077,3.834437,12.89413
1237650795680694418,140.6524,-0.409034,1237650795680694418,-20.47527,11.25629,2.972781,0.0077,6.699638,21.39008
1237651250414878847,139.5711,55.68253,1237651250414878847,-20.05849,11.0498,2.167394,0.03,3.953697,12.66508
1237651190286975145,139.8937,55.58385,1237651190286975145,-19.8177,10.88827,2.242026,0.03,4.38072,14.31765
1237651250945589326,123.7218,45.792,1237651250945589326,-19.8818,10.97296,2.831355,0.0077,6.593471,21.5937
1237649920044695727,27.28499,13.96325,1237649920044695727,-20.78279,11.53241,7.190137,0.0077,4.978623,15.56759
1237657773931823328,134.6334,38.4932,1237657773931823328,-20.47419,11.19767,3.410037,0.03,4.842084,14.67723
1237666090588307679,17.36329,14.26005,1237666090588307679,-20.28395,11.16002,2.906923,0.0077,3.528717,11.1306
1237658303276384269,150.722,54.82867,1237658303276384269,-20.3379,11.18185,3.496192,0.03,5.430429,18.67397
1237653652376387787,10.79927,15.26727,1237653652376387787,-20.46582,11.43984,5.404706,0.0077,3.765388,12.50487
1237657584951164986,42.36646,-0.8730066,1237657584951164986,-20.42708,10.83019,2.00088,0.0077,12.58798,34.29833
1237663783663763640,7.368432,-0.2126148,1237663783663763640,-20.82772,11.44484,3.410037,0.0077,6.310217,18.47392
1237654949451661546,242.767,52.45034,1237654949451661546,-21.55341,11.8273,8.292908,0.0077,10.76917,32.11515
1237656577239416854,337.2906,0.07887223,1237656577239416854,-19.91888,10.83232,2.831355,0.03,3.633594,11.54538
1237659327101403434,244.6388,43.08144,1237659327101403434,-20.45558,11.17181,6.135743,0.03,2.799149,8.162693
1237656529992548527,261.9688,60.09728,1237656529992548527,-19.40669,10.84065,3.029366,0.0077,4.868854,15.7904
1237671769079611646,258.8752,64.66433,1237671769079611646,-21.00094,11.83018,11.71931,0.0077,6.54893,22.24579
1237671768542871827,259.6298,64.4181,1237671768542871827,-20.48498,11.28423,2.167394,0.03,2.880511,7.973881
1237671767468540122,256.9957,63.36129,1237671767468540122,-20.70135,11.5518,5.632844,0.0077,4.258261,12.60023
1237648705141080278,245.3675,0.6032451,1237648705141080278,-20.22674,11.31839,11.84522,0.0077,4.152623,13.90122
1237648704602439979,241.3153,0.1380825,1237648704602439979,-20.3871,11.21486,2.972781,0.0077,3.057816,9.810838
1237648704602309157,241.0571,0.05354277,1237648704602309157,-19.94264,11.17193,6.297861,0.0077,3.271724,11.5798
1237657628976480491,134.9768,39.43858,1237657628976480491,-20.37002,11.24224,2.167394,0.03,2.844438,8.641739
1237657630586962190,133.6744,40.4058,1237657630586962190,-20.42545,11.23398,3.029366,0.0077,3.318229,10.83741
1237660635983642661,127.1319,30.43132,1237660635983642661,-21.65197,11.77386,3.496192,0.0077,16.41704,55.19873
1237671931209646193,165.3257,9.286669,1237671931209646193,-19.42141,10.81923,2.906923,0.0077,3.868097,10.49955
1237659327093014714,222.1293,55.411,1237659327093014714,-19.27281,10.76483,3.313596,0.0077,2.144842,7.021767
1237659327093538912,223.7412,54.83584,1237659327093538912,-20.14647,11.28539,6.525169,0.0077,3.797265,12.75075
1237656241168973832,352.6259,13.90562,1237656241168973832,-19.966,11.3498,6.525169,0.0077,5.575459,18.33201
1237658492277358688,175.4012,9.613947,1237658492277358688,-20.47492,11.14002,2.479575,0.0077,7.057518,35.91383
1237654670812184805,156.5895,0.4882298,1237654670812184805,-20.99214,11.5952,7.855135,0.0077,5.283566,17.03989
1237648721219551422,154.4527,-0.03076302,1237648721219551422,-19.62409,11.34058,11.71931,0.0077,2.029128,6.322838
1237651800162500807,154.9345,-0.6383026,1237651800162500807,-21.79674,11.83061,3.637797,0.0077,9.004886,26.18459
1237658492804464791,152.812,8.685843,1237658492804464791,-20.49823,11.21498,2.36435,0.03,3.138559,9.994952
1237662618651132118,239.4849,28.79563,1237662618651132118,-21.76997,12.03664,8.064765,0.0077,8.059908,25.9844
1237665357231423601,243.7257,37.18513,1237665357231423601,-20.05745,11.17374,3.809607,0.0077,2.975533,9.802543
1237659131676066093,229.0521,45.23307,1237659131676066093,-20.55875,11.29618,3.029366,0.0077,4.505524,14.80618
1237655107840442552,182.0746,59.69371,1237655107840442552,-20.11607,10.96514,2.242026,0.0077,2.537551,8.018395
1237658205034250305,140.2034,40.66421,1237658205034250305,-20.04728,11.05731,2.167394,0.03,3.858922,12.59383
1237654881799766185,189.7348,6.158388,1237654881799766185,-21.44666,11.73336,5.971447,0.0077,10.76971,34.41074
1237656536974229578,332.4887,-9.616017,1237656536974229578,-21.1708,11.75536,10.45977,0.0077,5.01628,15.4786
1237648720165666863,199.8197,-0.9954199,1237648720165666863,-21.46481,11.78596,4.901958,0.03,7.625157,22.91389
1237651504881729854,206.8186,0.3868226,1237651504881729854,-20.58286,11.2801,2.307769,0.03,2.296039,7.156141
1237663784744255599,22.88714,0.5559698,1237663784744255599,-21.38589,11.79695,5.735321,0.0077,10.79614,31.66231
1237651274036871335,132.437,57.15643,1237651274036871335,-19.83782,11.1919,7.966473,0.0077,4.468776,13.45408
1237671762638340300,192.3087,-1.687394,1237671762638340300,-20.57004,11.29138,2.479575,0.03,3.128295,10.15301
1237659150459404407,223.5115,54.26569,1237659150459404407,-21.2892,11.70213,6.469671,0.0077,4.260885,13.93515
1237671930672644200,164.9945,8.955998,1237671930672644200,-20.26766,11.19133,3.144591,0.0077,4.025538,13.81103
1237659131134279731,213.9704,50.32381,1237659131134279731,-21.11497,11.44884,3.410037,0.03,9.058195,27.23584
1237661388140118147,207.9256,55.99533,1237661388140118147,-20.30511,11.23903,4.07476,0.03,4.338843,14.47919
1237658802039685337,191.851,54.987,1237658802039685337,-20.79263,11.38592,2.242026,0.03,4.264698,13.99036
1237659329773305894,235.2548,47.57378,1237659329773305894,-20.7214,11.54473,7.855135,0.0077,4.839897,15.94933
1237655499207147741,216.925,-1.755712,1237655499207147741,-19.95271,11.026,2.906923,0.0077,3.187466,10.55883
1237654606407073898,177.4721,5.700807,1237654606407073898,-20.66089,11.32689,2.972781,0.0077,3.935211,13.84979
1237656495643951188,344.4826,14.14971,1237656495643951188,-21.21636,11.47733,2.972781,0.03,5.161413,16.3167
1237671958055616674,205.5402,2.227236,1237671958055616674,-20.79412,11.62479,6.525169,0.03,5.043154,15.63185
1237648720166322304,201.2573,-1.023299,1237648720166322304,-20.74894,11.48527,6.636447,0.0077,4.640209,16.11916
1237656495115337933,3.923203,14.68909,1237656495115337933,-21.11319,11.67697,7.399749,0.0077,5.788085,18.52344
1237656530529550531,263.0508,59.94152,1237656530529550531,-19.6321,11.00453,3.410037,0.0096,3.604524,10.77877
1237657773930119281,130.8553,36.18876,1237657773930119281,-20.4504,11.22707,3.496192,0.03,4.153261,13.54185
1237671129665175666,178.4331,5.547184,1237671129665175666,-20.09717,10.84202,2.361488,0.0077,4.423869,10.42307
1237654391104602360,122.597,42.27385,1237654391104602360,-20.91949,11.80768,9.679524,0.0077,5.361437,19.23784
1237656243308396719,333.6953,13.84086,1237656243308396719,-20.13958,11.07326,3.496192,0.03,22.82908,60.97943
1237662340012376316,239.1226,27.57683,1237662340012376316,-20.30872,11.14143,2.972781,0.03,2.80591,9.133771
1237662306199601435,239.4483,27.74141,1237662306199601435,-20.11387,11.10826,2.831355,0.0096,2.289587,6.373351
1237661351632371818,180.0579,56.25061,1237661351632371818,-20.35155,11.14716,3.410037,0.03,4.187563,13.75663
1237662306200256599,240.9233,26.87797,1237662306200256599,-20.42151,10.94957,2.167394,0.03,2.750866,8.519539
1237657591931469894,174.7857,55.66449,1237657591931469894,-20.90441,11.74165,12.45481,0.0077,7.247261,24.43548
1237661418745626675,198.8536,57.68262,1237661418745626675,-20.62971,11.38546,3.496192,0.0077,4.514136,15.86802
1237661463845011745,247.9444,25.59559,1237661463845011745,-20.1271,11.05313,2.831355,0.0077,3.037772,10.08755
1237657878614638933,119.8213,27.15446,1237657878614638933,-21.15349,11.55982,4.16118,0.03,6.940968,22.14498
1237657873257398394,146.7867,42.19044,1237657873257398394,-20.61127,11.29841,3.694381,0.03,4.883875,15.64643
1237658204499607746,146.4516,42.8993,1237658204499607746,-20.10693,11.04725,2.746209,0.0077,3.521598,9.076639
1237651752926052474,156.0034,1.511169,1237651752926052474,-20.54872,11.4446,6.469671,0.0077,3.050277,9.952002
1237658205587964004,194.6137,50.28062,1237658205587964004,-20.21176,11.03685,2.307769,0.03,2.22118,7.339438
1237657596225585396,126.5024,40.98111,1237657596225585396,-21.19983,11.75861,7.799702,0.0077,9.164235,30.71435
1237657594612482225,122.7679,35.98566,1237657594612482225,-20.87266,11.75756,9.794749,0.0077,6.514778,19.69284
1237674289682055328,119.023,33.74453,1237674289682055328,-21.14202,11.68207,6.636447,0.0077,7.456292,24.0864
1237657627919188105,187.1973,51.26525,1237657627919188105,-20.82349,11.51198,5.860279,0.0077,7.664149,25.83779
1237657855536529439,181.3683,51.47995,1237657855536529439,-20.79221,11.66712,11.71931,0.0077,4.76895,15.12787
1237657630602231972,182.1938,53.33371,1237657630602231972,-20.88219,11.504,9.794749,0.0077,10.03581,30.87809
1237657856610271340,181.2246,52.39539,1237657856610271340,-19.12479,10.52173,2.085784,0.012,2.050267,5.795454
1237657857146355777,178.3774,52.68945,1237657857146355777,-20.97517,11.34155,3.029366,0.03,7.428067,21.94858
1237657630063984807,177.0508,52.85209,1237657630063984807,-20.15584,11.08217,2.831355,0.0077,5.576532,18.61259
1237657857144782908,172.4881,52.22371,1237657857144782908,-19.96305,11.01394,3.410037,0.03,2.791718,8.873213
1237657857143996562,169.708,51.74157,1237657857143996562,-20.09346,10.96133,2.242026,0.0096,4.294112,13.23925
1237657855529255146,156.2567,47.84188,1237657855529255146,-20.72111,11.42355,4.07476,0.03,7.65837,23.28829
1237655125545779405,183.7374,5.042481,1237655125545779405,-19.98988,11.31565,8.452391,0.0077,3.782069,9.162717
1237655124472299661,184.3693,4.183313,1237655124472299661,-20.67349,11.333,2.085784,0.03,4.19419,11.06693
1237655373573062713,247.4371,40.81161,1237655373573062713,-21.40081,11.63297,3.694381,0.03,17.69461,59.01076
1237655348889256035,232.311,52.86391,1237655348889256035,-21.49361,11.88071,11.84522,0.0077,8.692046,29.18101
1237655370363961411,195.6627,62.49425,1237655370363961411,-21.28012,11.72619,7.301458,0.0077,8.174721,27.08546
1237658612517699661,168.9209,48.57266,1237658612517699661,-20.49149,11.15038,2.479575,0.0077,3.750071,12.34823
1237653436007579788,345.9478,-10.30825,1237653436007579788,-20.47254,10.96334,2.00088,0.0077,4.359566,11.09009
1237656536980062421,345.9719,-10.67689,1237656536980062421,-20.62094,11.44937,5.804655,0.0077,5.610758,13.97097
1237656539124006975,337.93,-8.408809,1237656539124006975,-21.84114,11.85331,3.571928,0.03,6.706486,20.68637
1237652599034085502,334.4182,-9.197838,1237652599034085502,-20.03915,10.92848,2.479575,0.03,2.125143,6.244181
1237656536975016057,334.1974,-9.724787,1237656536975016057,-20.44809,11.29259,3.496192,0.03,2.711147,7.90753
1237655130373488663,243.492,49.1896,1237655130373488663,-20.30045,11.41251,6.525169,0.0077,3.493923,12.15707
1237660024493965589,337.6895,-1.157578,1237660024493965589,-20.34871,11.41885,8.464718,0.0077,6.199768,19.95487
1237658205594714200,217.0829,45.98602,1237658205594714200,-20.64917,11.26693,2.831355,0.0077,4.233426,13.58485
1237660411574485102,134.1697,5.896488,1237660411574485102,-21.44375,11.56756,3.410037,0.03,7.781909,22.98666
1237652598492299651,323.1587,-8.404274,1237652598492299651,-20.2035,11.10135,3.626535,0.0077,3.624573,10.5411
1237652598489350568,316.3946,-7.59214,1237652598489350568,-20.04001,11.23255,4.531395,0.0077,3.28353,10.08596
1237651250949980200,134.0719,53.22355,1237651250949980200,-20.38555,11.51786,7.684477,0.0077,6.22099,32.81313
1237651822716649606,232.6628,3.494019,1237651822716649606,-21.53461,11.86405,7.627892,0.0077,9.298159,26.49465
1237651822716584014,232.4577,3.510881,1237651822716584014,-20.89869,11.48502,3.496192,0.0077,8.8688,29.6876
1237662266463617118,228.2207,4.514004,1237662266463617118,-20.16574,11.39532,12.62158,0.0077,3.100091,10.73469
1237671140946739267,179.3707,5.089051,1237671140946739267,-21.22491,11.56133,3.571928,0.03,5.303545,16.34765
1237648720164880476,198.0566,-0.9744826,1237648720164880476,-21.54359,11.9844,12.45481,0.0077,12.90267,38.89196
1237648704594575485,223.3961,0.01039672,1237648704594575485,-19.52356,11.49922,13.11983,0.012,7.859238,17.82678
1237651736308875340,214.3981,2.053219,1237651736308875340,-21.42243,11.62682,2.831355,0.0077,8.90385,25.42374
1237659326029365299,247.1593,39.55127,1237659326029365299,-20.80357,11.62677,6.297861,0.0077,13.24401,40.93801
1237659326029365299,247.1593,39.55127,1237659326029365309,-20.80357,11.62677,6.297861,0.0077,13.24401,40.93801
1237660412114501786,141.3249,7.065295,1237660412114501786,-15.65044,7.916643,12.45481,0.03,0.4360146,1.042122
1237660412114501786,141.3249,7.065295,1237660412114501785,-15.65044,7.916643,12.45481,0.03,0.4360146,1.042122
1237659150459863215,224.9016,53.57255,1237659150459863215,-20.74174,11.35047,3.313596,0.0077,4.394053,13.78174
1237651752409235666,201.7656,1.335729,1237651752409235666,-20.5483,11.36572,7.562022,0.0077,5.989613,19.50513
1237651539246710840,170.5641,67.22183,1237651539246710840,-20.02098,11.30282,5.306479,0.0077,4.051979,14.19683
1237661872957292587,233.3931,33.69963,1237661872957292587,-21.12891,11.42221,2.307769,0.0096,4.683852,14.96973
1237657630586896602,133.5045,40.22859,1237657630586896602,-20.71245,11.4671,4.16118,0.0077,4.303151,13.62368
1237657630587093091,133.8968,40.46482,1237657630587093091,-21.20986,11.52408,2.167394,0.03,4.899816,15.87138
1237653650774950018,32.28911,12.39003,1237653650774950018,-19.2459,10.80095,5.596499,0.0077,2.342115,7.673429
1237663784742486039,18.73997,0.4308068,1237663784742486039,-21.06542,11.54479,3.496192,0.0077,10.36946,33.13856
1237663783126237342,5.908311,-0.7841768,1237663783126237342,-19.96776,11.13525,3.637797,0.0077,2.851726,8.410826
1237661873483350038,204.1943,43.84138,1237661873483350038,-20.11294,11.38096,12.45481,0.0077,8.121188,22.69346
1237661152450183230,188.7038,50.80517,1237661152450183230,-20.67361,11.29816,2.831355,0.0077,8.261153,24.28853
1237671932820193349,165.1889,10.55319,1237671932820193349,-20.15424,11.45311,13.11983,0.0077,5.755325,17.6279
1237662339475112051,238.0152,27.86658,1237662339475112051,-20.98795,11.51317,4.07476,0.03,5.5653,18.38141
1237658493346578613,164.8655,9.835698,1237658493346578613,-20.45662,11.36487,7.799702,0.0077,7.350483,23.64021
1237654669202817103,159.374,-0.6779505,1237654669202817103,-20.60972,11.36813,3.637797,0.0077,3.006259,11.04166
1237660615051903113,180.3555,10.63789,1237660615051903113,-20.58716,11.15753,2.479575,0.0077,3.873462,12.96821
1237662340012638224,239.5833,27.23341,1237662340012638224,-21.56605,11.81685,4.901958,0.03,19.41932,61.93502
1237651752385904747,148.39,0.9236302,1237651752385904747,-19.53172,11.0058,8.561189,0.0096,2.594516,5.922235
1237662305663189222,240.1015,26.67645,1237662305663189222,-19.90458,11.04677,3.750515,0.0077,3.367863,10.32369
1237660342862872626,145.8879,39.41511,1237660342862872626,-20.75827,11.64134,12.88215,0.0077,10.79332,36.7311
1237671142557089805,177.8878,5.101463,1237671142557089805,-21.39668,11.65137,5.804655,0.019,8.287412,29.45368
1237652944783605994,354.5043,15.90046,1237652944783605994,-20.6391,11.43446,4.16118,0.0077,6.0928,20.01929
1237656538586546422,336.5421,-8.743038,1237656538586546422,-20.10104,11.26991,7.301458,0.0077,5.820461,18.6511
1237656538586480811,336.37,-8.727955,1237656538586480811,-20.84386,11.62559,6.862026,0.0077,4.456336,11.03361
1237651250976653371,242.0341,49.20099,1237651250976653371,-20.37978,11.3933,5.306479,0.0077,4.996982,16.91506
1237661418213933110,218.2908,53.23269,1237661418213933110,-20.7261,11.57742,9.622939,0.0077,9.999698,34.24871
1237662306736275738,239.3076,28.28687,1237662306736275738,-20.62717,11.27045,2.831355,0.0077,4.731243,14.63026
1237674599462928544,181.3468,10.3795,1237674599462928544,-22.09463,12.10989,12.45481,0.0077,11.95617,39.13052
1237655463235748027,203.2643,60.11769,1237655463235748027,-19.57105,11.06423,4.641619,0.0077,4.217397,14.22809
1237657630605246519,193.6573,53.08999,1237657630605246519,-21.08876,11.5125,2.085784,0.03,6.999459,23.34265
1237659133817913412,212.956,52.81671,1237659133817913412,-21.15116,11.67806,7.512236,0.0077,4.835402,16.88114
1237659133280977100,212.482,52.5531,1237659133280977100,-20.35643,11.14508,2.36435,0.03,4.751308,13.475
1237658800967712944,198.4931,53.46929,1237658800967712944,-20.5793,11.50373,7.562022,0.0077,3.780372,11.91751
1237658802572099737,174.0146,55.07526,1237658802572099737,-21.01933,11.66298,6.636447,0.0077,9.346431,27.77711
1237659330314109216,244.5018,41.3922,1237659330314109216,-20.63571,11.48533,9.394796,0.0077,5.816919,18.96345
1237661465455296905,248.2999,27.00017,1237661465455296905,-19.49351,10.81703,2.831355,0.0077,1.894873,5.934169
1237648722831016218,156.4666,1.190625,1237648722831016218,-20.74134,11.59446,11.57709,0.0077,4.081093,11.9268
1237658303816073284,160.8971,58.10631,1237658303816073284,-20.79178,11.33325,2.167394,0.03,4.60077,14.87092
1237658302743052395,164.3127,57.75746,1237658302743052395,-19.81838,11.28091,8.15127,0.0077,2.478293,8.026532
1237662336796065949,248.2746,26.21185,1237662336796065949,-20.37066,11.67608,10.00115,0.012,3.610213,10.94562
1237658491731705937,155.1652,7.859435,1237658491731705937,-20.27693,11.14259,2.831355,0.0077,4.746964,16.31213
1237657634334572565,138.2823,47.7084,1237657634334572565,-20.24296,11.2925,4.07476,0.0077,4.782324,15.61649
1237674367530631649,120.3054,34.67522,1237674367530631649,-20.42695,11.29491,3.496192,0.0077,3.639353,12.06657
1237657608568307952,117.5977,31.99018,1237657608568307952,-20.31487,11.37726,5.971447,0.0077,8.702744,24.46072
1237657595146076236,116.6353,30.49076,1237657595146076236,-20.53308,11.27715,3.029366,0.0077,6.809474,23.44561
1237655126093332896,208.2767,5.149731,1237655126093332896,-21.56662,11.71161,3.637797,0.03,7.846479,26.48471
1237651755090968586,195.7262,3.317424,1237651755090968586,-20.34353,11.11466,2.479575,0.0096,3.111976,10.42086
1237656495104786778,339.2296,13.22589,1237656495104786778,-21.04328,11.71024,7.627892,0.0077,4.444363,13.72514
