
1000 	 4.843200 	 0.032900 	 0.118900 	 0.004000 	 1.081200 
1001 	 0.612000 	 0.006200 	 0.022000 	 0.001400 	 0.233600 
1005 	 1006.846300 	 0.109700 	 0.573000 	 0.004000 	 0.676500 
1009 	 0.288700 	 0.007800 	 0.032800 	 0.002200 	 0.368700 
1011 	 17.544000 	 0.030900 	 0.108800 	 0.002700 	 0.539000 
1012 	 0.265100 	 0.008300 	 0.031100 	 0.003300 	 1.032200 
1013 	 1.690600 	 0.014000 	 0.043000 	 0.002100 	 0.276100 
1015 	 0.385000 	 0.011800 	 0.059200 	 0.003200 	 0.316600 
1016 	 0.265000 	 0.006000 	 0.015500 	 0.002200 	 0.323600 
1017 	 38.163100 	 0.025200 	 0.074100 	 0.001900 	 0.326800 
1018 	 0.807000 	 0.011900 	 0.030200 	 0.002900 	 0.530000 
1019 	 0.883400 	 0.010900 	 0.030600 	 0.001800 	 0.216100 
1020 	 10.274000 	 0.032900 	 0.075900 	 0.001900 	 0.298700 
1021 	 0.226300 	 0.008600 	 0.041300 	 0.003300 	 1.131400 
1024 	 0.529400 	 0.006900 	 0.019000 	 0.001700 	 0.238400 
1025 	 1.168000 	 0.005300 	 0.013300 	 0.000800 	 0.153200 
1026 	 0.281800 	 0.007600 	 0.037700 	 0.002500 	 0.446900 
1027 	 0.127500 	 0.005500 	 0.019700 	 0.002600 	 2.682300 
1028 	 2.639200 	 0.022200 	 0.110700 	 0.003300 	 0.688600 
1030 	 0.683400 	 0.009700 	 0.037800 	 0.001800 	 0.207800 
1032 	 0.247000 	 0.002500 	 0.005800 	 0.000700 	 0.141000 
1034 	 2.033400 	 0.018500 	 0.073300 	 0.002600 	 1.225900 
1036 	 0.176400 	 0.007300 	 0.036100 	 0.002600 	 0.282300 
1038 	 0.082800 	 0.005500 	 0.019100 	 0.003000 	 0.844300 
1039 	 6.014000 	 0.026800 	 0.075400 	 0.002100 	 0.249400 
1040 	 0.558500 	 0.014000 	 0.046200 	 0.002600 	 0.554300 
1041 	 1.718100 	 0.009900 	 0.041400 	 0.001100 	 0.140200 
1042 	 0.451400 	 0.010600 	 0.042100 	 0.002900 	 0.612800 
1043 	 6.635100 	 0.026900 	 0.070900 	 0.003300 	 1.242200 
1044 	 4.895600 	 0.014400 	 0.035200 	 0.001500 	 0.143800 
1047 	 2.680100 	 0.017600 	 0.060700 	 0.002600 	 0.478700 
1048 	 0.290000 	 0.006900 	 0.020500 	 0.001800 	 0.187600 
1050 	 0.129800 	 0.003100 	 0.010600 	 0.001100 	 0.184700 
1051 	 67.729000 	 0.038000 	 0.153000 	 0.002000 	 0.210300 
1053 	 0.105600 	 0.005600 	 0.025800 	 0.002500 	 0.349400 
1057 	 0.230100 	 0.004000 	 0.012900 	 0.001400 	 0.571800 
1058 	 0.266000 	 0.006200 	 0.016500 	 0.002100 	 0.374200 
1059 	 8.205900 	 0.042400 	 0.192300 	 0.004400 	 0.808700 
1061 	 0.052900 	 0.002000 	 0.010300 	 0.000600 	 0.068000 
1066 	 92.200200 	 0.062500 	 0.207000 	 0.003000 	 0.623600 
1067 	 11.055200 	 0.077300 	 0.432800 	 0.006500 	 1.962500 
1069 	 5.377000 	 0.014700 	 0.054100 	 0.001600 	 0.270100 
1071 	 0.143000 	 0.005400 	 0.022800 	 0.002200 	 0.352400 
1075 	 0.147500 	 0.004800 	 0.015100 	 0.002300 	 3.476400 
1076 	 5.193600 	 0.012700 	 0.054800 	 0.001300 	 0.210700 
